Alpha-3 code,Country,CountryName_CN,Numeric,score_2001,score_2021,Region,raw_2001,raw_2021,score_change_observed,score_change_for_index,raw_change,sustainability_status_observed,endpoint_data_status,raw_status,sustainability_direction_note,weighted_global_contribution_to_sdi_change,weighted_internal_contribution_to_subsystem_change,一级指标,二级指标,三级指标,Variables,类型,来源,two_stage_internal_weight,two_stage_global_weight,dimension_en,subdimension_en,indicator_en,direction_en
TZA,Tanzania,坦桑尼亚,834,0.004518729942511485,0.4964808487059312,E,0.782879,86.0163,0.49196211876341966,0.49196211876341966,85.233421,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.016014727647343605,0.06405891058937442,社会,基础设施,移动手机使用数,Mobile cellular subscriptions (per 100 people),正向,世界银行WDI数据库,0.1302110633037984,0.0325527658259496,Social,Infrastructure,Mobile cellular subscriptions (per 100 people),Positive
UGA,Uganda,乌干达,800,0.006613141551035485,0.3787667674832036,E,1.14574,65.6221,0.3721536259321681,0.3721536259321681,64.47636,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.012114629836247911,0.048458519344991645,社会,基础设施,移动手机使用数,Mobile cellular subscriptions (per 100 people),正向,世界银行WDI数据库,0.1302110633037984,0.0325527658259496,Social,Infrastructure,Mobile cellular subscriptions (per 100 people),Positive
ZAF,South Africa,南非,710,0.1308937270565419,0.9415648881398193,S,22.6776,163.128,0.8106711610832774,0.8106711610832774,140.45039999999997,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.026389588468594596,0.10555835387437838,社会,基础设施,移动手机使用数,Mobile cellular subscriptions (per 100 people),正向,世界银行WDI数据库,0.1302110633037984,0.0325527658259496,Social,Infrastructure,Mobile cellular subscriptions (per 100 people),Positive
ZMB,Zambia,赞比亚,894,0.006775275321497009,0.5961431902662018,S,1.17383,103.283,0.5893679149447048,0.5893679149447048,102.10917,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.019185555720523155,0.07674222288209262,社会,基础设施,移动手机使用数,Mobile cellular subscriptions (per 100 people),正向,世界银行WDI数据库,0.1302110633037984,0.0325527658259496,Social,Infrastructure,Mobile cellular subscriptions (per 100 people),Positive
ZWE,Zimbabwe,津巴布韦,716,0.01513875741694179,0.520939440814536,S,2.62282,90.2538,0.5058006833975942,0.5058006833975942,87.63098,Improved,Observed both endpoints,Increased,Positive indicator: raw increase is improvement,0.016465211201247158,0.06586084480498863,社会,基础设施,移动手机使用数,Mobile cellular subscriptions (per 100 people),正向,世界银行WDI数据库,0.1302110633037984,0.0325527658259496,Social,Infrastructure,Mobile cellular subscriptions (per 100 people),Positive
AGO,Angola,安哥拉,24,0.3821558508519782,0.5593022978128788,S,22.41252535312,16.0922276348724,0.1771464469609006,0.1771464469609006,-6.320297718247598,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.005868649067226839,0.02347459626890741,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
BDI,Burundi,布隆迪,108,0.0,0.1466827415568317,E,36.0472258712051,30.8138237190718,0.1466827415568317,0.1466827415568317,-5.233402152133301,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.004859423088546486,0.01943769235418599,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
BEN,Benin,贝宁,204,0.7004844774326671,0.6834851093418979,W,11.0550766052211,11.6615864686645,-0.016999368090769185,-0.016999368090769185,0.6065098634434012,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0005631686517052065,-0.002252674606820831,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
BFA,Burkina Faso,布基纳法索,854,0.8779324769121336,0.8882300451939141,W,4.72401998253189,4.35661945922813,0.010297568281780523,0.010297568281780523,-0.3674005233037594,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.000341146071673199,0.0013645842866927993,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
BWA,Botswana,博茨瓦纳,72,0.5936368135294336,0.6871678217542809,S,14.8672278391476,11.5301932668461,0.09353100822484728,0.09353100822484728,-3.3370345723014996,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0030985699887996513,0.012394279955198633,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
CAF,Central African Republic,中非,140,0.5209317984228838,0.5068433872450208,C,17.4612247776496,17.963876422934,-0.01408841117786308,-0.01408841117786308,0.5026516452843985,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0004667321447091924,-0.001866928578836774,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
CIV,Côte d'Ivoire,科特迪瓦,384,0.8517211284867588,0.8577468019708243,W,5.65919835323697,5.44421210301514,0.0060256734840654635,0.0060256734840654635,-0.2149862502218305,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.00019962332679175572,0.0007984933071670246,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
CMR,Cameroon,喀麦隆,120,0.4677443799042323,0.4844350911993434,C,19.3588655470245,18.7633680570991,0.016690711295111127,0.016690711295111127,-0.5954974899253997,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0005529432227055964,0.0022117728908223905,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
COD,"Congo, Dem. Rep.",刚果（金）,180,0.1466408417657916,0.1837031785842861,C,30.8153186356126,29.492994610234,0.037062336818494496,0.037062336818494496,-1.3223240253785988,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0012278307136869197,0.00491132285474769,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
COG,"Congo, Rep.",刚果（布）,178,0.3474739223066492,0.2700825561618118,C,23.6499202747232,26.4111186123068,-0.07739136614483738,-0.07739136614483738,2.7611983375836004,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0025638830274566948,-0.010255532109826803,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
COM,Comoros,科摩罗,174,0.9009829152564497,0.8935102829062763,E,3.90161775335061,4.16822914749575,-0.007472632350173369,-0.007472632350173369,0.26661139414514023,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.00024755933649210285,-0.0009902373459684138,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
CPV,Cape Verde,佛得角,132,0.9960747661020258,0.997528420613169,W,0.508894849594665,0.457030815923545,0.0014536545111432098,0.0014536545111432098,-0.051864033671120024,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,4.815782838011776e-05,0.00019263131352047149,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
DJI,Djibouti,吉布提,262,0.693637865689263,0.681391964583772,E,11.2993526001504,11.736266476453,-0.012245901105490953,-0.012245901105490953,0.4369138763026008,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.00040569199853019865,-0.0016227679941207983,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
ERI,Eritrea,厄立特里亚,232,0.7422696556493259,0.7359973603800027,E,9.56424926394449,9.78803457919627,-0.006272295269323158,-0.006272295269323158,0.2237853152517797,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.00020779361038953986,-0.0008311744415581614,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
ETH,Ethiopia,埃塞俄比亚,231,0.6750569022494857,0.6465702421351498,E,11.9622912187115,12.9786490176397,-0.02848666011433587,-0.02848666011433587,1.016357798928201,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.000943728842302462,-0.0037749153692098565,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
GAB,Gabon,加蓬,266,0.5572264074786961,0.4854332342409501,C,16.1662920328186,18.7277559333643,-0.07179317323774603,-0.07179317323774603,2.5614639005457,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0023784216188538513,-0.009513686475415428,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
GHA,Ghana,加纳,288,0.7647358919010715,0.7769396061484505,W,8.76269041726404,8.32728169958945,0.012203714247378983,0.012203714247378983,-0.4354087176745889,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0004042943985796747,0.0016171775943187026,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
GIN,Guinea,几内亚,324,0.8555704948452371,0.8578873546948304,W,5.52185920910184,5.43919740994018,0.002316859849593289,0.002316859849593289,-0.08266179916166028,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,7.675478469072561e-05,0.00030701913876290314,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
GMB,"Gambia, The",冈比亚,270,0.925027128707474,0.9220858614932047,W,3.04375924126254,3.14869888178045,-0.0029412672142692387,-0.0029412672142692387,0.10493964051791016,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-9.744065088302856e-05,-0.0003897626035321151,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
GNB,Guinea-Bissau,几内亚（比绍）,624,0.9002434481031222,0.9050562744341384,W,3.9280007412235,3.7562869089672,0.004812826331016207,0.004812826331016207,-0.17171383225629988,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.00015944315701955437,0.0006377726280782189,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
GNQ,Equatorial Guinea,赤道几内亚,226,0.5620667366267322,0.4782920616751954,C,15.9935969446882,18.9825413803618,-0.08377467495153684,-0.08377467495153684,2.9889444356735986,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.002775354383032492,-0.011101417532129993,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
KEN,Kenya,肯尼亚,404,0.6070375954756655,0.6475232211181066,E,14.3891096888231,12.9446482742161,0.04048562564244107,0.04048562564244107,-1.4444614146069998,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.001341240161678481,0.005364960646713936,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
LBR,Liberia,利比里亚,430,0.8889008267849129,0.8950430012671245,W,4.33268706074222,4.11354424398807,0.00614217448221166,0.00614217448221166,-0.21914281675415026,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.00020348286496387933,0.0008139314598555193,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
LSO,Lesotho,莱索托,426,0.4151215798456784,0.4022135207192167,S,21.2363616461209,21.6969002459269,-0.012908059126461702,-0.012908059126461702,0.4605385998060001,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.00042762849863389225,-0.0017105139945355731,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
MDG,Madagascar,马达加斯加,450,0.7116590437510759,0.7879029601003893,E,10.6563862153414,7.93612702414697,0.07624391634931338,0.07624391634931338,-2.7202591911944296,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0025258693936090013,0.010103477574436028,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
MLI,Mali,马里,466,0.9154124139606182,0.9231773807439534,W,3.38679665871391,3.10975524645339,0.007764966783335159,0.007764966783335159,-0.27704141226052004,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0002572440252223933,0.0010289761008895756,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
MOZ,Mozambique,莫桑比克,508,0.6123913283257124,0.7285250486549244,S,14.198097189861,10.0546345339584,0.11613372032921199,0.11613372032921199,-4.143462655902601,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.003847370699080645,0.015389482796322615,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
MUS,Mauritius,毛里求斯,480,0.9134494939120935,0.9224121138187311,S,3.45683046021901,3.13705872831436,0.008962619906637603,0.008962619906637603,-0.31977173190465,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0002969208350343425,0.0011876833401373728,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
MWI,Malawi,马拉维,454,0.4769598816667895,0.6401210038347085,S,19.0300714009288,13.2087473730626,0.163161122167919,0.163161122167919,-5.821324027866201,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0054053320506608155,0.02162132820264331,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
NAM,Namibia,纳米比亚,516,0.6532202241198934,0.6985496512296527,S,12.7413884533686,11.1241080639148,0.04532942710975929,0.04532942710975929,-1.6172803894538,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0015017094877682294,0.0060068379510729315,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
NER,Niger,尼日尔,562,0.8747506310611717,0.8730261427945918,W,4.83754307834701,4.89907002084795,-0.0017244882665798933,-0.0017244882665798933,0.06152694250094015,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-5.7130225475769644e-05,-0.0002285209019030791,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
NGA,Nigeria,尼日利亚,566,0.5605431312016325,0.5490167729850257,W,16.0479567134387,16.4591984672866,-0.011526358216606747,-0.011526358216606747,0.41124175384790007,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.00038185440666129686,-0.0015274176266451911,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
RWA,Rwanda,卢旺达,646,0.01378643599148965,0.1416008109178178,E,35.5553482104637,30.9951387562802,0.12781437492632813,0.12781437492632813,-4.5602094541835,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0042343367595463945,0.016937347038185616,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
SEN,Senegal,塞内加尔,686,0.9437369157995006,0.9386595787975145,W,2.37622440387043,2.55737554756517,-0.005077337001986093,-0.005077337001986093,0.18115114369473995,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.00016820607791969295,-0.0006728243116787733,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
SLE,Sierra Leone,塞拉利昂,694,0.8726794072735814,0.8719447410324509,W,4.91144098148461,4.93765268060221,-0.0007346662411304994,-0.0007346662411304994,0.02621169911760024,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-2.43386103684325e-05,-9.735444147373023e-05,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
STP,São Tomé and Principe,圣多美和普林西比,678,0.7890119802873223,0.8121512738751057,C,7.89655898382093,7.07098654376512,0.023139293587783327,0.023139293587783327,-0.8255724400558107,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0007665770104901133,0.0030663080419604605,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
SWZ,Swaziland,斯威士兰,748,0.5568440394735885,0.5812116600467327,S,16.1799343026562,15.3105371493418,0.024367620573144233,0.024367620573144233,-0.8693971533144005,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0008072700085183431,0.0032290800340733796,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
SYC,Seychelles,塞舌尔,690,0.949722903670479,0.9357208349211724,E,2.16265407191366,2.66222515948123,-0.01400206874930654,-0.01400206874930654,0.4995710875675696,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0004638717237326301,-0.0018554868949305248,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
TCD,Chad,乍得,148,0.8222269387096914,0.8209238697393433,C,6.71150317530718,6.7579945612836,-0.0013030689703481535,-0.0013030689703481535,0.04649138597642022,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-4.3169110239359273e-05,-0.0001726764409574375,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
TGO,Togo,多哥,768,0.7139590559727397,0.7312934648637599,W,10.5743255122005,9.95586193677656,0.017334408891020225,0.017334408891020225,-0.6184635754239398,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0005742681510946026,0.0022970726043784156,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
TZA,Tanzania,坦桑尼亚,834,0.5242314476741772,0.6106789704989221,E,17.343498647706,14.259191337958,0.08644752282474488,0.08644752282474488,-3.0843073097479987,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.002863902623468857,0.011455610493875454,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
UGA,Uganda,乌干达,800,0.2595534472014412,0.3405901030027516,E,26.7867801312313,23.8955237750229,0.08103665580131042,0.08103665580131042,-2.891256356208398,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0026846470964473302,0.010738588385789347,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
ZAF,South Africa,南非,710,0.4167749780120332,0.3954404341600849,S,21.1773710830165,21.938552981613,-0.02133454385194833,-0.02133454385194833,0.7611818985965009,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0007067878189173144,-0.0028271512756692643,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
ZMB,Zambia,赞比亚,894,0.38395730992132,0.5173838764890697,S,22.3482522173004,17.5878088739581,0.1334265665677497,0.1334265665677497,-4.760443343342299,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.004420261929407671,0.017681047717630724,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
ZWE,Zimbabwe,津巴布韦,716,0.4819579255638475,0.6473582396924606,S,18.8517493065249,12.9505345437177,0.16540031412861317,0.16540031412861317,-5.901214762807202,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.005479513791457288,0.021918055165829203,生态,环境污染,PM2.5暴露量,PM2.5 exposure/Ambient particulate matter pollution,负向,耶鲁大学EPI数据库,0.1325151967292275,0.0331287991823068,Ecological,Environmental pollution,Anthropogenic PM2.5 exposure,Negative
AGO,Angola,安哥拉,24,0.3381415946971014,0.3572135916653441,S,3.353709414,3.1813226,0.019071996968242688,0.019071996968242688,-0.17238681399999978,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0003203412544267793,0.0012813650177071194,社会,人口状况,人口增长率,Population growth (annual %),负向,世界银行WDI数据库,0.0671856764575181,0.0167964191143795,Social,Population conditions,Population growth (annual %),Negative
BDI,Burundi,布隆迪,108,0.4319625091993481,0.4077811736385408,E,2.5056866,2.724255395,-0.024181335560807315,-0.024181335560807315,0.21856879499999993,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.0004061598468247687,-0.0016246393872990776,社会,人口状况,人口增长率,Population growth (annual %),负向,世界银行WDI数据库,0.0671856764575181,0.0167964191143795,Social,Population conditions,Population growth (annual %),Negative
BEN,Benin,贝宁,204,0.37126063138564,0.4223798595205616,W,3.054355066,2.592301675,0.05111922813492159,0.05111922813492159,-0.462053391,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0008586199805577233,0.0034344799222308987,社会,人口状况,人口增长率,Population growth (annual %),负向,世界银行WDI数据库,0.0671856764575181,0.0167964191143795,Social,Population conditions,Population growth (annual %),Negative
BFA,Burkina Faso,布基纳法索,854,0.3716325366681901,0.4462559192214505,W,3.050993511,2.376492189,0.0746233825532604,0.0746233825532604,-0.6745013220000002,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0012534056090972366,0.005013622436388954,社会,人口状况,人口增长率,Population growth (annual %),负向,世界银行WDI数据库,0.0671856764575181,0.0167964191143795,Social,Population conditions,Population growth (annual %),Negative
BWA,Botswana,博茨瓦纳,72,0.4815322459626913,0.544188945887373,S,2.057638658,1.491301064,0.0626566999246817,0.0626566999246817,-0.5663375940000002,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0010524081922588643,0.004209632769035464,社会,人口状况,人口增长率,Population growth (annual %),负向,世界银行WDI数据库,0.0671856764575181,0.0167964191143795,Social,Population conditions,Population growth (annual %),Negative
CAF,Central African Republic,中非,140,0.463520004163607,0.5226385243794721,C,2.220446621,1.686089712,0.05911852021586511,0.05911852021586511,-0.5343569089999998,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0009929794429675875,0.003971917771870357,社会,人口状况,人口增长率,Population growth (annual %),负向,世界银行WDI数据库,0.0671856764575181,0.0167964191143795,Social,Population conditions,Population growth (annual %),Negative
CIV,Côte d'Ivoire,科特迪瓦,384,0.4131870687337238,0.4354695497214129,W,2.675392917,2.473987374,0.02228248098768909,0.02228248098768909,-0.2014055429999999,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0003742658895774188,0.0014970635583096777,社会,人口状况,人口增长率,Population growth (annual %),负向,世界银行WDI数据库,0.0671856764575181,0.0167964191143795,Social,Population conditions,Population growth (annual %),Negative
